source_id,target_id,relationship_type,claim_id
CLA_001676,PHO_001679,uses_phone,CLM_000212
CLM_000212,VEH_001677,involves_vehicle,CLM_000212
CLM_000212,REP_001680,used_repair_shop,CLM_000212
CLM_000212,BRO_001681,policy_sold_by,CLM_000212
CLM_000212,ADJ_001682,handled_by,CLM_000212
CLM_000212,TOW_001683,used_tow_company,CLM_000212
CLA_001684,CLM_000213,filed_claim,CLM_000213
CLA_001684,ADD_001686,lives_at,CLM_000213
CLA_001684,PHO_001687,uses_phone,CLM_000213
CLM_000213,VEH_001685,involves_vehicle,CLM_000213
CLM_000213,REP_001688,used_repair_shop,CLM_000213
CLM_000213,BRO_001689,policy_sold_by,CLM_000213
CLM_000213,ADJ_001690,handled_by,CLM_000213
CLM_000213,TOW_001691,used_tow_company,CLM_000213
CLA_001692,CLM_000214,filed_claim,CLM_000214
CLA_001692,ADD_001694,lives_at,CLM_000214
CLA_001692,PHO_001695,uses_phone,CLM_000214
CLM_000214,VEH_001693,involves_vehicle,CLM_000214
CLM_000214,REP_001696,used_repair_shop,CLM_000214
CLM_000214,BRO_001697,policy_sold_by,CLM_000214
CLM_000214,ADJ_001698,handled_by,CLM_000214
CLM_000214,TOW_001699,used_tow_company,CLM_000214
CLA_001700,CLM_000215,filed_claim,CLM_000215
CLA_001700,ADD_001702,lives_at,CLM_000215
CLA_001700,PHO_001703,uses_phone,CLM_000215
CLM_000215,VEH_001701,involves_vehicle,CLM_000215
CLM_000215,REP_001704,used_repair_shop,CLM_000215
CLM_000215,BRO_001705,policy_sold_by,CLM_000215
CLM_000215,ADJ_001706,handled_by,CLM_000215
CLA_001707,CLM_000216,filed_claim,CLM_000216
CLA_001707,ADD_001709,lives_at,CLM_000216
CLA_001707,PHO_001710,uses_phone,CLM_000216
CLM_000216,VEH_001708,involves_vehicle,CLM_000216
CLM_000216,REP_001711,used_repair_shop,CLM_000216
CLM_000216,BRO_001712,policy_sold_by,CLM_000216
CLM_000216,ADJ_001713,handled_by,CLM_000216
CLM_000216,TOW_001714,used_tow_company,CLM_000216
CLA_001715,CLM_000217,filed_claim,CLM_000217
CLA_001715,ADD_001717,lives_at,CLM_000217
CLA_001715,PHO_001718,uses_phone,CLM_000217
CLM_000217,VEH_001716,involves_vehicle,CLM_000217
CLM_000217,REP_001719,used_repair_shop,CLM_000217
CLM_000217,BRO_001720,policy_sold_by,CLM_000217
CLM_000217,ADJ_001721,handled_by,CLM_000217
CLM_000217,MED_001722,visited_clinic,CLM_000217
CLM_000217,TOW_001723,used_tow_company,CLM_000217
CLA_001724,CLM_000218,filed_claim,CLM_000218
CLA_001724,ADD_001726,lives_at,CLM_000218
CLA_001724,PHO_001727,uses_phone,CLM_000218
CLM_000218,VEH_001725,involves_vehicle,CLM_000218
CLM_000218,REP_001728,used_repair_shop,CLM_000218
CLM_000218,BRO_001729,policy_sold_by,CLM_000218
CLM_000218,ADJ_001730,handled_by,CLM_000218
CLM_000218,MED_001731,visited_clinic,CLM_000218
CLA_001732,CLM_000219,filed_claim,CLM_000219
CLA_001732,ADD_001734,lives_at,CLM_000219
CLA_001732,PHO_001735,uses_phone,CLM_000219
CLM_000219,VEH_001733,involves_vehicle,CLM_000219
CLM_000219,REP_001736,used_repair_shop,CLM_000219
CLM_000219,BRO_001737,policy_sold_by,CLM_000219
CLM_000219,ADJ_001738,handled_by,CLM_000219
CLM_000219,TOW_001739,used_tow_company,CLM_000219
CLA_001740,CLM_000220,filed_claim,CLM_000220
CLA_001740,ADD_001742,lives_at,CLM_000220
CLA_001740,PHO_001743,uses_phone,CLM_000220
CLM_000220,VEH_001741,involves_vehicle,CLM_000220
CLM_000220,REP_001744,used_repair_shop,CLM_000220
CLM_000220,BRO_001745,policy_sold_by,CLM_000220
CLM_000220,ADJ_001746,handled_by,CLM_000220
CLM_000220,MED_001747,visited_clinic,CLM_000220
CLM_000220,WIT_001748,witnessed_by,CLM_000220
CLA_001749,CLM_000221,filed_claim,CLM_000221
CLA_001749,ADD_001751,lives_at,CLM_000221
CLA_001749,PHO_001752,uses_phone,CLM_000221
CLM_000221,VEH_001750,involves_vehicle,CLM_000221
CLM_000221,REP_001753,used_repair_shop,CLM_000221
CLM_000221,BRO_001754,policy_sold_by,CLM_000221
CLM_000221,ADJ_001755,handled_by,CLM_000221
CLM_000221,TOW_001756,used_tow_company,CLM_000221
CLA_001757,CLM_000222,filed_claim,CLM_000222
CLA_001757,ADD_001759,lives_at,CLM_000222
CLA_001757,PHO_001760,uses_phone,CLM_000222
CLM_000222,VEH_001758,involves_vehicle,CLM_000222
CLM_000222,REP_001761,used_repair_shop,CLM_000222
CLM_000222,BRO_001762,policy_sold_by,CLM_000222
CLM_000222,ADJ_001763,handled_by,CLM_000222
CLM_000222,WIT_001764,witnessed_by,CLM_000222
CLA_001765,CLM_000223,filed_claim,CLM_000223
CLA_001765,ADD_001767,lives_at,CLM_000223
CLA_001765,PHO_001768,uses_phone,CLM_000223
CLM_000223,VEH_001766,involves_vehicle,CLM_000223
CLM_000223,REP_001769,used_repair_shop,CLM_000223
CLM_000223,BRO_001770,policy_sold_by,CLM_000223
CLM_000223,ADJ_001771,handled_by,CLM_000223
CLA_001772,CLM_000224,filed_claim,CLM_000224
CLA_001772,ADD_001774,lives_at,CLM_000224
CLA_001772,PHO_001775,uses_phone,CLM_000224
CLM_000224,VEH_001773,involves_vehicle,CLM_000224
CLM_000224,REP_001776,used_repair_shop,CLM_000224
CLM_000224,BRO_001777,policy_sold_by,CLM_000224
CLM_000224,ADJ_001778,handled_by,CLM_000224
CLA_001779,CLM_000225,filed_claim,CLM_000225
CLA_001779,ADD_001781,lives_at,CLM_000225
CLA_001779,PHO_001782,uses_phone,CLM_000225
CLM_000225,VEH_001780,involves_vehicle,CLM_000225
CLM_000225,REP_001783,used_repair_shop,CLM_000225
CLM_000225,BRO_001784,policy_sold_by,CLM_000225
CLM_000225,ADJ_001785,handled_by,CLM_000225
CLA_001786,CLM_000226,filed_claim,CLM_000226
CLA_001786,ADD_001788,lives_at,CLM_000226
CLA_001786,PHO_001789,uses_phone,CLM_000226
CLM_000226,VEH_001787,involves_vehicle,CLM_000226
CLM_000226,REP_001790,used_repair_shop,CLM_000226
CLM_000226,BRO_001791,policy_sold_by,CLM_000226
CLM_000226,ADJ_001792,handled_by,CLM_000226
CLM_000226,TOW_001793,used_tow_company,CLM_000226
CLA_001794,CLM_000227,filed_claim,CLM_000227
CLA_001794,ADD_001796,lives_at,CLM_000227
CLA_001794,PHO_001797,uses_phone,CLM_000227
CLM_000227,VEH_001795,involves_vehicle,CLM_000227
CLM_000227,REP_001798,used_repair_shop,CLM_000227
CLM_000227,BRO_001799,policy_sold_by,CLM_000227
CLM_000227,ADJ_001800,handled_by,CLM_000227
CLA_001801,CLM_000228,filed_claim,CLM_000228
CLA_001801,ADD_001803,lives_at,CLM_000228
CLA_001801,PHO_001804,uses_phone,CLM_000228
CLM_000228,VEH_001802,involves_vehicle,CLM_000228
CLM_000228,REP_001805,used_repair_shop,CLM_000228
CLM_000228,BRO_001806,policy_sold_by,CLM_000228
CLM_000228,ADJ_001807,handled_by,CLM_000228
CLA_001808,CLM_000229,filed_claim,CLM_000229
CLA_001808,ADD_001810,lives_at,CLM_000229
CLA_001808,PHO_001811,uses_phone,CLM_000229
CLM_000229,VEH_001809,involves_vehicle,CLM_000229
CLM_000229,REP_001812,used_repair_shop,CLM_000229
CLM_000229,BRO_001813,policy_sold_by,CLM_000229
CLM_000229,ADJ_001814,handled_by,CLM_000229
CLM_000229,WIT_001815,witnessed_by,CLM_000229
CLA_001816,CLM_000230,filed_claim,CLM_000230
CLA_001816,ADD_001818,lives_at,CLM_000230
CLA_001816,PHO_001819,uses_phone,CLM_000230
CLM_000230,VEH_001817,involves_vehicle,CLM_000230
CLM_000230,REP_001820,used_repair_shop,CLM_000230
CLM_000230,BRO_001821,policy_sold_by,CLM_000230
CLM_000230,ADJ_001822,handled_by,CLM_000230
CLA_001823,CLM_000231,filed_claim,CLM_000231
CLA_001823,ADD_001825,lives_at,CLM_000231
CLA_001823,PHO_001826,uses_phone,CLM_000231
CLM_000231,VEH_001824,involves_vehicle,CLM_000231
CLM_000231,REP_001827,used_repair_shop,CLM_000231
CLM_000231,BRO_001828,policy_sold_by,CLM_000231
CLM_000231,ADJ_001829,handled_by,CLM_000231
CLM_000231,TOW_001830,used_tow_company,CLM_000231
CLA_001831,CLM_000232,filed_claim,CLM_000232
CLA_001831,ADD_001833,lives_at,CLM_000232
CLA_001831,PHO_001834,uses_phone,CLM_000232
CLM_000232,VEH_001832,involves_vehicle,CLM_000232
CLM_000232,REP_001835,used_repair_shop,CLM_000232
CLM_000232,BRO_001836,policy_sold_by,CLM_000232
CLM_000232,ADJ_001837,handled_by,CLM_000232
CLM_000232,WIT_001838,witnessed_by,CLM_000232
CLA_001839,CLM_000233,filed_claim,CLM_000233
CLA_001839,ADD_001841,lives_at,CLM_000233
CLA_001839,PHO_001842,uses_phone,CLM_000233
CLM_000233,VEH_001840,involves_vehicle,CLM_000233
CLM_000233,REP_001843,used_repair_shop,CLM_000233
CLM_000233,BRO_001844,policy_sold_by,CLM_000233
CLM_000233,ADJ_001845,handled_by,CLM_000233
CLA_001846,CLM_000234,filed_claim,CLM_000234
CLA_001846,ADD_001848,lives_at,CLM_000234
CLA_001846,PHO_001849,uses_phone,CLM_000234
CLM_000234,VEH_001847,involves_vehicle,CLM_000234
CLM_000234,REP_001850,used_repair_shop,CLM_000234
CLM_000234,BRO_001851,policy_sold_by,CLM_000234
CLM_000234,ADJ_001852,handled_by,CLM_000234
CLA_001853,CLM_000235,filed_claim,CLM_000235
CLA_001853,ADD_001855,lives_at,CLM_000235
CLA_001853,PHO_001856,uses_phone,CLM_000235
CLM_000235,VEH_001854,involves_vehicle,CLM_000235
CLM_000235,REP_001857,used_repair_shop,CLM_000235
CLM_000235,BRO_001858,policy_sold_by,CLM_000235
CLM_000235,ADJ_001859,handled_by,CLM_000235
CLM_000235,TOW_001860,used_tow_company,CLM_000235
CLA_001861,CLM_000236,filed_claim,CLM_000236
CLA_001861,ADD_001863,lives_at,CLM_000236
CLA_001861,PHO_001864,uses_phone,CLM_000236
CLM_000236,VEH_001862,involves_vehicle,CLM_000236
CLM_000236,REP_001865,used_repair_shop,CLM_000236
CLM_000236,BRO_001866,policy_sold_by,CLM_000236
CLM_000236,ADJ_001867,handled_by,CLM_000236
CLM_000236,WIT_001868,witnessed_by,CLM_000236
CLA_001869,CLM_000237,filed_claim,CLM_000237
CLA_001869,ADD_001871,lives_at,CLM_000237
CLA_001869,PHO_001872,uses_phone,CLM_000237
CLM_000237,VEH_001870,involves_vehicle,CLM_000237
CLM_000237,REP_001873,used_repair_shop,CLM_000237
CLM_000237,BRO_001874,policy_sold_by,CLM_000237
CLM_000237,ADJ_001875,handled_by,CLM_000237
CLM_000237,MED_001876,visited_clinic,CLM_000237
CLM_000237,WIT_001877,witnessed_by,CLM_000237
CLA_001878,CLM_000238,filed_claim,CLM_000238
CLA_001878,ADD_001880,lives_at,CLM_000238
CLA_001878,PHO_001881,uses_phone,CLM_000238
CLM_000238,VEH_001879,involves_vehicle,CLM_000238
CLM_000238,REP_001882,used_repair_shop,CLM_000238
CLM_000238,BRO_001883,policy_sold_by,CLM_000238
CLM_000238,ADJ_001884,handled_by,CLM_000238
CLA_001885,CLM_000239,filed_claim,CLM_000239
CLA_001885,ADD_001887,lives_at,CLM_000239
CLA_001885,PHO_001888,uses_phone,CLM_000239
CLM_000239,VEH_001886,involves_vehicle,CLM_000239
CLM_000239,REP_001889,used_repair_shop,CLM_000239
CLM_000239,BRO_001890,policy_sold_by,CLM_000239
CLM_000239,ADJ_001891,handled_by,CLM_000239
CLM_000239,MED_001892,visited_clinic,CLM_000239
CLA_001893,CLM_000240,filed_claim,CLM_000240
CLA_001893,ADD_001895,lives_at,CLM_000240
CLA_001893,PHO_001896,uses_phone,CLM_000240
CLM_000240,VEH_001894,involves_vehicle,CLM_000240
CLM_000240,REP_001897,used_repair_shop,CLM_000240
CLM_000240,BRO_001898,policy_sold_by,CLM_000240
CLM_000240,ADJ_001899,handled_by,CLM_000240
CLM_000240,WIT_001900,witnessed_by,CLM_000240
CLA_001901,CLM_000241,filed_claim,CLM_000241
CLA_001901,ADD_001903,lives_at,CLM_000241
CLA_001901,PHO_001904,uses_phone,CLM_000241
CLM_000241,VEH_001902,involves_vehicle,CLM_000241
CLM_000241,REP_001905,used_repair_shop,CLM_000241
CLM_000241,BRO_001906,policy_sold_by,CLM_000241
CLM_000241,ADJ_001907,handled_by,CLM_000241
CLA_001908,CLM_000242,filed_claim,CLM_000242
CLA_001908,ADD_001910,lives_at,CLM_000242
CLA_001908,PHO_001911,uses_phone,CLM_000242
CLM_000242,VEH_001909,involves_vehicle,CLM_000242
CLM_000242,REP_001912,used_repair_shop,CLM_000242
CLM_000242,BRO_001913,policy_sold_by,CLM_000242
CLM_000242,ADJ_001914,handled_by,CLM_000242
CLM_000242,MED_001915,visited_clinic,CLM_000242
CLM_000242,TOW_001916,used_tow_company,CLM_000242
CLA_001917,CLM_000243,filed_claim,CLM_000243
CLA_001917,ADD_001919,lives_at,CLM_000243
CLA_001917,PHO_001920,uses_phone,CLM_000243
CLM_000243,VEH_001918,involves_vehicle,CLM_000243
CLM_000243,REP_001921,used_repair_shop,CLM_000243
CLM_000243,BRO_001922,policy_sold_by,CLM_000243
CLM_000243,ADJ_001923,handled_by,CLM_000243
CLA_001924,CLM_000244,filed_claim,CLM_000244
CLA_001924,ADD_001926,lives_at,CLM_000244
CLA_001924,PHO_001927,uses_phone,CLM_000244
CLM_000244,VEH_001925,involves_vehicle,CLM_000244
CLM_000244,REP_001928,used_repair_shop,CLM_000244
CLM_000244,BRO_001929,policy_sold_by,CLM_000244
CLM_000244,ADJ_001930,handled_by,CLM_000244
CLM_000244,TOW_001931,used_tow_company,CLM_000244
CLA_001932,CLM_000245,filed_claim,CLM_000245
CLA_001932,ADD_001934,lives_at,CLM_000245
CLA_001932,PHO_001935,uses_phone,CLM_000245
CLM_000245,VEH_001933,involves_vehicle,CLM_000245
CLM_000245,REP_001936,used_repair_shop,CLM_000245
CLM_000245,BRO_001937,policy_sold_by,CLM_000245
CLM_000245,ADJ_001938,handled_by,CLM_000245
CLM_000245,TOW_001939,used_tow_company,CLM_000245
CLA_001940,CLM_000246,filed_claim,CLM_000246
CLA_001940,ADD_001942,lives_at,CLM_000246
CLA_001940,PHO_001943,uses_phone,CLM_000246
CLM_000246,VEH_001941,involves_vehicle,CLM_000246
CLM_000246,REP_001944,used_repair_shop,CLM_000246
CLM_000246,BRO_001945,policy_sold_by,CLM_000246
CLM_000246,ADJ_001946,handled_by,CLM_000246
CLM_000246,TOW_001947,used_tow_company,CLM_000246
CLM_000246,WIT_001948,witnessed_by,CLM_000246
CLA_001949,CLM_000247,filed_claim,CLM_000247
CLA_001949,ADD_001951,lives_at,CLM_000247
CLA_001949,PHO_001952,uses_phone,CLM_000247
CLM_000247,VEH_001950,involves_vehicle,CLM_000247
CLM_000247,REP_001953,used_repair_shop,CLM_000247
CLM_000247,BRO_001954,policy_sold_by,CLM_000247
CLM_000247,ADJ_001955,handled_by,CLM_000247
CLA_001956,CLM_000248,filed_claim,CLM_000248
CLA_001956,ADD_001958,lives_at,CLM_000248
CLA_001956,PHO_001959,uses_phone,CLM_000248
CLM_000248,VEH_001957,involves_vehicle,CLM_000248
CLM_000248,REP_001960,used_repair_shop,CLM_000248
CLM_000248,BRO_001961,policy_sold_by,CLM_000248
CLM_000248,ADJ_001962,handled_by,CLM_000248
CLM_000248,MED_001963,visited_clinic,CLM_000248
CLM_000248,LAW_001964,retained_lawyer,CLM_000248
CLM_000248,WIT_001965,witnessed_by,CLM_000248
CLA_001966,CLM_000249,filed_claim,CLM_000249
CLA_001966,ADD_001968,lives_at,CLM_000249
CLA_001966,PHO_001969,uses_phone,CLM_000249
CLM_000249,VEH_001967,involves_vehicle,CLM_000249
CLM_000249,REP_001970,used_repair_shop,CLM_000249
CLM_000249,BRO_001971,policy_sold_by,CLM_000249
CLM_000249,ADJ_001972,handled_by,CLM_000249
CLM_000249,MED_001973,visited_clinic,CLM_000249
CLM_000249,TOW_001974,used_tow_company,CLM_000249
CLA_001975,CLM_000250,filed_claim,CLM_000250
CLA_001975,ADD_001977,lives_at,CLM_000250
CLA_001975,PHO_001978,uses_phone,CLM_000250
CLM_000250,VEH_001976,involves_vehicle,CLM_000250
CLM_000250,REP_001979,used_repair_shop,CLM_000250
CLM_000250,BRO_001980,policy_sold_by,CLM_000250
CLM_000250,ADJ_001981,handled_by,CLM_000250
CLM_000250,MED_001982,visited_clinic,CLM_000250
CLM_000250,WIT_001983,witnessed_by,CLM_000250
CLA_001984,CLM_000251,filed_claim,CLM_000251
CLA_001984,ADD_001986,lives_at,CLM_000251
CLA_001984,PHO_001987,uses_phone,CLM_000251
CLM_000251,VEH_001985,involves_vehicle,CLM_000251
CLM_000251,REP_001988,used_repair_shop,CLM_000251
CLM_000251,BRO_001989,policy_sold_by,CLM_000251
CLM_000251,ADJ_001990,handled_by,CLM_000251
CLM_000251,WIT_001991,witnessed_by,CLM_000251
CLA_001992,CLM_000252,filed_claim,CLM_000252
CLA_001992,ADD_001994,lives_at,CLM_000252
CLA_001992,PHO_001995,uses_phone,CLM_000252
CLM_000252,VEH_001993,involves_vehicle,CLM_000252
CLM_000252,REP_001996,used_repair_shop,CLM_000252
CLM_000252,BRO_001997,policy_sold_by,CLM_000252
CLM_000252,ADJ_001998,handled_by,CLM_000252
CLA_001999,CLM_000253,filed_claim,CLM_000253
CLA_001999,ADD_002001,lives_at,CLM_000253
CLA_001999,PHO_002002,uses_phone,CLM_000253
CLM_000253,VEH_002000,involves_vehicle,CLM_000253
CLM_000253,REP_002003,used_repair_shop,CLM_000253
CLM_000253,BRO_002004,policy_sold_by,CLM_000253
CLM_000253,ADJ_002005,handled_by,CLM_000253
CLM_000253,TOW_002006,used_tow_company,CLM_000253
CLA_002007,CLM_000254,filed_claim,CLM_000254
CLA_002007,ADD_002009,lives_at,CLM_000254
CLA_002007,PHO_002010,uses_phone,CLM_000254
CLM_000254,VEH_002008,involves_vehicle,CLM_000254
CLM_000254,REP_002011,used_repair_shop,CLM_000254
CLM_000254,BRO_002012,policy_sold_by,CLM_000254
CLM_000254,ADJ_002013,handled_by,CLM_000254
CLA_002014,CLM_000255,filed_claim,CLM_000255
CLA_002014,ADD_002016,lives_at,CLM_000255
CLA_002014,PHO_002017,uses_phone,CLM_000255
CLM_000255,VEH_002015,involves_vehicle,CLM_000255
CLM_000255,REP_002018,used_repair_shop,CLM_000255
CLM_000255,BRO_002019,policy_sold_by,CLM_000255
CLM_000255,ADJ_002020,handled_by,CLM_000255
CLM_000255,MED_002021,visited_clinic,CLM_000255
CLA_002022,CLM_000256,filed_claim,CLM_000256
CLA_002022,ADD_002024,lives_at,CLM_000256
CLA_002022,PHO_002025,uses_phone,CLM_000256
CLM_000256,VEH_002023,involves_vehicle,CLM_000256
CLM_000256,REP_002026,used_repair_shop,CLM_000256
CLM_000256,BRO_002027,policy_sold_by,CLM_000256
CLM_000256,ADJ_002028,handled_by,CLM_000256
CLA_002029,CLM_000257,filed_claim,CLM_000257
CLA_002029,ADD_002031,lives_at,CLM_000257
CLA_002029,PHO_002032,uses_phone,CLM_000257
CLM_000257,VEH_002030,involves_vehicle,CLM_000257
CLM_000257,REP_002033,used_repair_shop,CLM_000257
CLM_000257,BRO_002034,policy_sold_by,CLM_000257
CLM_000257,ADJ_002035,handled_by,CLM_000257
CLM_000257,MED_002036,visited_clinic,CLM_000257
CLM_000257,TOW_002037,used_tow_company,CLM_000257
CLA_002038,CLM_000258,filed_claim,CLM_000258
CLA_002038,ADD_002040,lives_at,CLM_000258
CLA_002038,PHO_002041,uses_phone,CLM_000258
CLM_000258,VEH_002039,involves_vehicle,CLM_000258
CLM_000258,REP_002042,used_repair_shop,CLM_000258
CLM_000258,BRO_002043,policy_sold_by,CLM_000258
CLM_000258,ADJ_002044,handled_by,CLM_000258
CLA_002045,CLM_000259,filed_claim,CLM_000259
CLA_002045,ADD_002047,lives_at,CLM_000259
CLA_002045,PHO_002048,uses_phone,CLM_000259
CLM_000259,VEH_002046,involves_vehicle,CLM_000259
CLM_000259,REP_002049,used_repair_shop,CLM_000259
CLM_000259,BRO_002050,policy_sold_by,CLM_000259
CLM_000259,ADJ_002051,handled_by,CLM_000259
CLA_002052,CLM_000260,filed_claim,CLM_000260
CLA_002052,ADD_002054,lives_at,CLM_000260
CLA_002052,PHO_002055,uses_phone,CLM_000260
CLM_000260,VEH_002053,involves_vehicle,CLM_000260
CLM_000260,REP_002056,used_repair_shop,CLM_000260
CLM_000260,BRO_002057,policy_sold_by,CLM_000260
CLM_000260,ADJ_002058,handled_by,CLM_000260
CLM_000260,MED_002059,visited_clinic,CLM_000260
CLM_000260,WIT_002060,witnessed_by,CLM_000260
CLA_002061,CLM_000261,filed_claim,CLM_000261
CLA_002061,ADD_002063,lives_at,CLM_000261
CLA_002061,PHO_002064,uses_phone,CLM_000261
CLM_000261,VEH_002062,involves_vehicle,CLM_000261
CLM_000261,REP_002065,used_repair_shop,CLM_000261
CLM_000261,BRO_002066,policy_sold_by,CLM_000261
CLM_000261,ADJ_002067,handled_by,CLM_000261
CLM_000261,MED_002068,visited_clinic,CLM_000261
CLA_002069,CLM_000262,filed_claim,CLM_000262
CLA_002069,ADD_002071,lives_at,CLM_000262
CLA_002069,PHO_002072,uses_phone,CLM_000262
CLM_000262,VEH_002070,involves_vehicle,CLM_000262
CLM_000262,REP_002073,used_repair_shop,CLM_000262
CLM_000262,BRO_002074,policy_sold_by,CLM_000262
CLM_000262,ADJ_002075,handled_by,CLM_000262
CLM_000262,WIT_002076,witnessed_by,CLM_000262
CLA_002077,CLM_000263,filed_claim,CLM_000263
CLA_002077,ADD_002079,lives_at,CLM_000263
CLA_002077,PHO_002080,uses_phone,CLM_000263
CLM_000263,VEH_002078,involves_vehicle,CLM_000263
CLM_000263,REP_002081,used_repair_shop,CLM_000263
CLM_000263,BRO_002082,policy_sold_by,CLM_000263
CLM_000263,ADJ_002083,handled_by,CLM_000263
CLM_000263,TOW_002084,used_tow_company,CLM_000263
CLA_002085,CLM_000264,filed_claim,CLM_000264
CLA_002085,ADD_002087,lives_at,CLM_000264
CLA_002085,PHO_002088,uses_phone,CLM_000264
CLM_000264,VEH_002086,involves_vehicle,CLM_000264
CLM_000264,REP_002089,used_repair_shop,CLM_000264
CLM_000264,BRO_002090,policy_sold_by,CLM_000264
CLM_000264,ADJ_002091,handled_by,CLM_000264
CLM_000264,MED_002092,visited_clinic,CLM_000264
CLA_002093,CLM_000265,filed_claim,CLM_000265
CLA_002093,ADD_002095,lives_at,CLM_000265
CLA_002093,PHO_002096,uses_phone,CLM_000265
CLM_000265,VEH_002094,involves_vehicle,CLM_000265
CLM_000265,REP_002097,used_repair_shop,CLM_000265
CLM_000265,BRO_002098,policy_sold_by,CLM_000265
CLM_000265,ADJ_002099,handled_by,CLM_000265
CLM_000265,MED_002100,visited_clinic,CLM_000265
CLM_000265,TOW_002101,used_tow_company,CLM_000265
CLM_000265,WIT_002102,witnessed_by,CLM_000265
CLA_002103,CLM_000266,filed_claim,CLM_000266
CLA_002103,ADD_002105,lives_at,CLM_000266
CLA_002103,PHO_002106,uses_phone,CLM_000266
CLM_000266,VEH_002104,involves_vehicle,CLM_000266
CLM_000266,REP_002107,used_repair_shop,CLM_000266
CLM_000266,BRO_002108,policy_sold_by,CLM_000266
CLM_000266,ADJ_002109,handled_by,CLM_000266
CLM_000266,TOW_002110,used_tow_company,CLM_000266
CLA_002111,CLM_000267,filed_claim,CLM_000267
CLA_002111,ADD_002113,lives_at,CLM_000267
CLA_002111,PHO_002114,uses_phone,CLM_000267
CLM_000267,VEH_002112,involves_vehicle,CLM_000267
CLM_000267,REP_002115,used_repair_shop,CLM_000267
CLM_000267,BRO_002116,policy_sold_by,CLM_000267
CLM_000267,ADJ_002117,handled_by,CLM_000267
CLA_002118,CLM_000268,filed_claim,CLM_000268
CLA_002118,ADD_002120,lives_at,CLM_000268
CLA_002118,PHO_002121,uses_phone,CLM_000268
CLM_000268,VEH_002119,involves_vehicle,CLM_000268
CLM_000268,REP_002122,used_repair_shop,CLM_000268
CLM_000268,BRO_002123,policy_sold_by,CLM_000268
CLM_000268,ADJ_002124,handled_by,CLM_000268
CLM_000268,WIT_002125,witnessed_by,CLM_000268
CLA_002126,CLM_000269,filed_claim,CLM_000269
CLA_002126,ADD_002128,lives_at,CLM_000269
CLA_002126,PHO_002129,uses_phone,CLM_000269
CLM_000269,VEH_002127,involves_vehicle,CLM_000269
CLM_000269,REP_002130,used_repair_shop,CLM_000269
CLM_000269,BRO_002131,policy_sold_by,CLM_000269
CLM_000269,ADJ_002132,handled_by,CLM_000269
CLM_000269,MED_002133,visited_clinic,CLM_000269
CLM_000269,TOW_002134,used_tow_company,CLM_000269
CLA_002135,CLM_000270,filed_claim,CLM_000270
CLA_002135,ADD_002137,lives_at,CLM_000270
CLA_002135,PHO_002138,uses_phone,CLM_000270
CLM_000270,VEH_002136,involves_vehicle,CLM_000270
CLM_000270,REP_002139,used_repair_shop,CLM_000270
CLM_000270,BRO_002140,policy_sold_by,CLM_000270
CLM_000270,ADJ_002141,handled_by,CLM_000270
CLM_000270,WIT_002142,witnessed_by,CLM_000270
CLA_002143,CLM_000271,filed_claim,CLM_000271
CLA_002143,ADD_002145,lives_at,CLM_000271
CLA_002143,PHO_002146,uses_phone,CLM_000271
CLM_000271,VEH_002144,involves_vehicle,CLM_000271
CLM_000271,REP_002147,used_repair_shop,CLM_000271
CLM_000271,BRO_002148,policy_sold_by,CLM_000271
CLM_000271,ADJ_002149,handled_by,CLM_000271
CLM_000271,WIT_002150,witnessed_by,CLM_000271
CLA_002151,CLM_000272,filed_claim,CLM_000272
CLA_002151,ADD_002153,lives_at,CLM_000272
CLA_002151,PHO_002154,uses_phone,CLM_000272
CLM_000272,VEH_002152,involves_vehicle,CLM_000272
CLM_000272,REP_002155,used_repair_shop,CLM_000272
CLM_000272,BRO_002156,policy_sold_by,CLM_000272
CLM_000272,ADJ_002157,handled_by,CLM_000272
CLM_000272,MED_002158,visited_clinic,CLM_000272
CLM_000272,WIT_002159,witnessed_by,CLM_000272
CLA_002160,CLM_000273,filed_claim,CLM_000273
CLA_002160,ADD_002162,lives_at,CLM_000273
CLA_002160,PHO_002163,uses_phone,CLM_000273
CLM_000273,VEH_002161,involves_vehicle,CLM_000273
CLM_000273,REP_002164,used_repair_shop,CLM_000273
CLM_000273,BRO_002165,policy_sold_by,CLM_000273
CLM_000273,ADJ_002166,handled_by,CLM_000273
CLM_000273,WIT_002167,witnessed_by,CLM_000273
CLA_002168,CLM_000274,filed_claim,CLM_000274
CLA_002168,ADD_002170,lives_at,CLM_000274
CLA_002168,PHO_002171,uses_phone,CLM_000274
CLM_000274,VEH_002169,involves_vehicle,CLM_000274
CLM_000274,REP_002172,used_repair_shop,CLM_000274
CLM_000274,BRO_002173,policy_sold_by,CLM_000274
CLM_000274,ADJ_002174,handled_by,CLM_000274
CLM_000274,MED_002175,visited_clinic,CLM_000274
CLM_000274,WIT_002176,witnessed_by,CLM_000274
CLA_002177,CLM_000275,filed_claim,CLM_000275
CLA_002177,ADD_002179,lives_at,CLM_000275
CLA_002177,PHO_002180,uses_phone,CLM_000275
CLM_000275,VEH_002178,involves_vehicle,CLM_000275
CLM_000275,REP_002181,used_repair_shop,CLM_000275
CLM_000275,BRO_002182,policy_sold_by,CLM_000275
CLM_000275,ADJ_002183,handled_by,CLM_000275
