claim_id,policy_id,claimant_id,vehicle_id,claim_amount,vehicle_value,claim_to_vehicle_ratio,claim_type,claim_date,accident_city,province,vehicle_make,vehicle_year,police_report,witness_present,injury_reported,fraud_label,fraud_ring_id
CLM_000182,POL_535050,CLA_001442,VEH_001443,4730.0,30910,0.15,Collision,2025-05-16,Waterloo,ON,Honda,2022,1,0,0,0,
CLM_000183,POL_434165,CLA_001449,VEH_001450,6747.76,32570,0.21,Collision,2024-08-29,Waterloo,ON,Mazda,2014,0,0,0,0,
CLM_000184,POL_595404,CLA_001456,VEH_001457,18550.35,26800,0.69,Injury,2024-07-03,London,ON,BMW,2010,1,0,0,0,
CLM_000185,POL_975522,CLA_001464,VEH_001465,2118.46,9245,0.23,Injury,2024-12-11,Cambridge,ON,Toyota,2019,0,0,0,0,
CLM_000186,POL_540218,CLA_001471,VEH_001472,1333.54,15985,0.08,Glass,2025-03-14,Mississauga,ON,Toyota,2025,1,0,0,0,
CLM_000187,POL_702980,CLA_001479,VEH_001480,4469.23,9077,0.49,Injury,2026-01-29,Kitchener,ON,BMW,2010,1,1,0,0,
CLM_000188,POL_800674,CLA_001487,VEH_001488,6393.53,35300,0.18,Collision,2025-01-05,Waterloo,ON,Toyota,2010,0,1,1,0,
CLM_000189,POL_505674,CLA_001497,VEH_001498,3123.2,38810,0.08,Theft,2025-10-09,Toronto,ON,Ford,2012,1,0,0,0,
CLM_000190,POL_710169,CLA_001504,VEH_001505,6026.87,49173,0.12,Theft,2026-02-09,Toronto,ON,Ford,2020,0,0,1,0,
CLM_000191,POL_829168,CLA_001512,VEH_001513,8355.28,59061,0.14,Comprehensive,2024-09-17,Brampton,ON,Mazda,2014,1,1,1,0,
CLM_000192,POL_138780,CLA_001522,VEH_001523,14791.46,58868,0.25,Theft,2025-12-01,Toronto,ON,Mazda,2016,0,0,0,0,
CLM_000193,POL_955015,CLA_001530,VEH_001531,4644.05,28321,0.16,Glass,2025-02-26,Kitchener,ON,Toyota,2016,1,0,1,0,
CLM_000194,POL_448048,CLA_001538,VEH_001539,3261.13,11132,0.29,Theft,2026-02-18,Waterloo,ON,BMW,2022,0,0,1,0,
CLM_000195,POL_295892,CLA_001546,VEH_001547,7024.96,33339,0.21,Comprehensive,2024-07-17,London,ON,Ford,2018,0,0,0,0,
CLM_000196,POL_551524,CLA_001553,VEH_001554,3544.92,55650,0.06,Glass,2025-12-23,Kitchener,ON,Ford,2013,0,0,0,0,
CLM_000197,POL_852524,CLA_001560,VEH_001561,10171.09,28086,0.36,Comprehensive,2026-01-06,London,ON,Ford,2024,0,0,1,0,
CLM_000198,POL_556068,CLA_001569,VEH_001570,14942.72,31105,0.48,Theft,2024-09-09,Toronto,ON,Toyota,2022,1,0,0,0,
CLM_000199,POL_132653,CLA_001577,VEH_001578,30034.69,57145,0.53,Injury,2024-10-11,London,ON,Toyota,2014,0,0,0,0,
CLM_000200,POL_479742,CLA_001584,VEH_001585,8371.35,59020,0.14,Comprehensive,2024-11-22,Toronto,ON,Tesla,2014,1,0,0,0,
CLM_000201,POL_900152,CLA_001592,VEH_001593,7958.42,32311,0.25,Collision,2024-11-15,Brampton,ON,Tesla,2021,1,0,0,0,
CLM_000202,POL_218959,CLA_001599,VEH_001600,6009.62,50569,0.12,Collision,2025-12-17,London,ON,Tesla,2022,1,1,0,0,
CLM_000203,POL_372933,CLA_001607,VEH_001608,3665.89,15717,0.23,Comprehensive,2025-11-18,Kitchener,ON,Hyundai,2025,0,0,0,0,
CLM_000204,POL_574001,CLA_001614,VEH_001615,2590.58,16895,0.15,Injury,2024-06-25,London,ON,Toyota,2020,1,1,0,0,
CLM_000205,POL_668507,CLA_001623,VEH_001624,4399.22,54500,0.08,Theft,2025-08-22,Brampton,ON,Hyundai,2015,0,0,0,0,
CLM_000206,POL_310743,CLA_001630,VEH_001631,8556.31,41341,0.21,Injury,2025-10-26,London,ON,Toyota,2021,1,1,0,0,
CLM_000207,POL_678443,CLA_001638,VEH_001639,12051.2,32176,0.37,Injury,2024-10-07,Mississauga,ON,Toyota,2019,0,0,0,0,
CLM_000208,POL_651231,CLA_001645,VEH_001646,4354.75,54984,0.08,Comprehensive,2025-05-02,Mississauga,ON,Honda,2020,0,1,0,0,
CLM_000209,POL_642491,CLA_001653,VEH_001654,7099.79,37489,0.19,Theft,2026-02-14,Brampton,ON,Mazda,2014,1,0,0,0,
CLM_000210,POL_643269,CLA_001660,VEH_001661,6593.56,11631,0.57,Injury,2025-08-18,Brampton,ON,Honda,2020,0,1,1,0,
CLM_000211,POL_644103,CLA_001669,VEH_001670,6655.52,22776,0.29,Theft,2026-04-06,Kitchener,ON,Honda,2018,0,0,0,0,
CLM_000212,POL_197966,CLA_001676,VEH_001677,6834.57,27845,0.25,Glass,2024-09-07,Brampton,ON,Tesla,2014,0,0,0,0,
CLM_000213,POL_734534,CLA_001684,VEH_001685,13469.93,48925,0.28,Theft,2024-11-25,Toronto,ON,Mazda,2010,1,0,0,0,
CLM_000214,POL_377511,CLA_001692,VEH_001693,7319.55,50038,0.15,Injury,2024-11-17,Cambridge,ON,Tesla,2010,0,0,0,0,
CLM_000215,POL_773088,CLA_001700,VEH_001701,4006.86,49101,0.08,Theft,2025-02-16,Hamilton,ON,Mazda,2022,1,0,0,0,
CLM_000216,POL_265759,CLA_001707,VEH_001708,6800.4,12782,0.53,Comprehensive,2025-04-26,London,ON,BMW,2016,1,0,0,0,
CLM_000217,POL_462147,CLA_001715,VEH_001716,7937.08,55078,0.14,Comprehensive,2026-02-12,Waterloo,ON,Tesla,2013,1,0,1,0,
CLM_000218,POL_247720,CLA_001724,VEH_001725,9310.87,25529,0.36,Collision,2026-05-05,Kitchener,ON,BMW,2023,0,0,1,0,
CLM_000219,POL_705748,CLA_001732,VEH_001733,3860.29,18466,0.21,Theft,2025-12-13,Brampton,ON,BMW,2024,0,0,0,0,
CLM_000220,POL_512344,CLA_001740,VEH_001741,1075.86,9518,0.11,Glass,2025-03-14,Hamilton,ON,Honda,2021,1,1,1,0,
CLM_000221,POL_983791,CLA_001749,VEH_001750,9024.65,26438,0.34,Comprehensive,2025-09-06,Toronto,ON,Mazda,2013,0,0,0,0,
CLM_000222,POL_900961,CLA_001757,VEH_001758,4731.01,25332,0.19,Comprehensive,2025-06-16,Toronto,ON,BMW,2011,1,1,0,0,
CLM_000223,POL_402620,CLA_001765,VEH_001766,6304.98,20756,0.3,Collision,2025-05-26,London,ON,Mazda,2018,1,0,0,0,
CLM_000224,POL_224582,CLA_001772,VEH_001773,13911.62,48844,0.28,Injury,2026-03-18,Cambridge,ON,Ford,2020,1,0,0,0,
CLM_000225,POL_308727,CLA_001779,VEH_001780,5746.52,31960,0.18,Glass,2025-01-20,Cambridge,ON,Tesla,2011,0,0,0,0,
CLM_000226,POL_943019,CLA_001786,VEH_001787,8220.2,16980,0.48,Comprehensive,2025-01-10,London,ON,Honda,2014,1,0,0,0,
CLM_000227,POL_512042,CLA_001794,VEH_001795,4876.69,48178,0.1,Glass,2025-08-23,Waterloo,ON,Tesla,2025,1,0,0,0,
CLM_000228,POL_117445,CLA_001801,VEH_001802,3852.87,27647,0.14,Theft,2025-07-21,Mississauga,ON,BMW,2019,1,0,0,0,
CLM_000229,POL_759827,CLA_001808,VEH_001809,5053.84,55534,0.09,Collision,2024-10-22,London,ON,Ford,2017,0,1,0,0,
CLM_000230,POL_649697,CLA_001816,VEH_001817,11910.44,46241,0.26,Glass,2025-06-01,Brampton,ON,Mazda,2017,0,0,0,0,
CLM_000231,POL_119857,CLA_001823,VEH_001824,6842.5,53909,0.13,Comprehensive,2025-08-08,Cambridge,ON,Honda,2023,0,0,0,0,
CLM_000232,POL_741181,CLA_001831,VEH_001832,5504.12,34894,0.16,Comprehensive,2026-04-23,Brampton,ON,Tesla,2016,1,1,0,0,
CLM_000233,POL_495129,CLA_001839,VEH_001840,11959.29,51399,0.23,Theft,2025-12-30,London,ON,Tesla,2020,1,0,0,0,
CLM_000234,POL_855944,CLA_001846,VEH_001847,5947.01,52293,0.11,Theft,2024-10-09,London,ON,Honda,2017,1,0,0,0,
CLM_000235,POL_412071,CLA_001853,VEH_001854,5716.55,27562,0.21,Theft,2024-07-04,Hamilton,ON,Hyundai,2025,0,0,0,0,
CLM_000236,POL_934042,CLA_001861,VEH_001862,11400.01,30859,0.37,Theft,2025-09-04,Mississauga,ON,Tesla,2022,1,1,0,0,
CLM_000237,POL_943700,CLA_001869,VEH_001870,12818.66,30618,0.42,Injury,2025-09-01,Toronto,ON,Ford,2012,0,1,1,0,
CLM_000238,POL_883641,CLA_001878,VEH_001879,10431.12,36991,0.28,Comprehensive,2025-11-18,Hamilton,ON,Mazda,2018,1,0,0,0,
CLM_000239,POL_876880,CLA_001885,VEH_001886,2149.29,16996,0.13,Glass,2025-10-23,Hamilton,ON,Toyota,2017,0,0,1,0,
CLM_000240,POL_446337,CLA_001893,VEH_001894,1374.39,11440,0.12,Comprehensive,2026-03-15,Brampton,ON,Toyota,2015,0,1,0,0,
CLM_000241,POL_309144,CLA_001901,VEH_001902,7928.7,39175,0.2,Theft,2025-08-01,Kitchener,ON,Hyundai,2011,1,0,0,0,
CLM_000242,POL_874568,CLA_001908,VEH_001909,9698.0,45626,0.21,Collision,2025-12-28,Cambridge,ON,Mazda,2015,1,0,1,0,
CLM_000243,POL_516278,CLA_001917,VEH_001918,6380.66,10381,0.61,Comprehensive,2025-12-17,Kitchener,ON,Toyota,2010,0,0,0,0,
CLM_000244,POL_451317,CLA_001924,VEH_001925,5943.12,47503,0.13,Theft,2025-03-17,London,ON,Honda,2024,1,0,0,0,
CLM_000245,POL_866634,CLA_001932,VEH_001933,4329.71,15382,0.28,Comprehensive,2024-08-31,Kitchener,ON,Hyundai,2015,0,0,0,0,
CLM_000246,POL_695361,CLA_001940,VEH_001941,9028.17,30092,0.3,Injury,2025-12-28,Cambridge,ON,Mazda,2023,1,1,0,0,
CLM_000247,POL_200018,CLA_001949,VEH_001950,4523.7,13684,0.33,Injury,2026-02-02,London,ON,Ford,2017,1,0,0,0,
CLM_000248,POL_445637,CLA_001956,VEH_001957,14559.72,37277,0.39,Theft,2024-11-06,Toronto,ON,Ford,2021,0,1,1,0,
CLM_000249,POL_267475,CLA_001966,VEH_001967,5917.35,15747,0.38,Comprehensive,2024-07-23,Kitchener,ON,Hyundai,2013,1,0,1,0,
CLM_000250,POL_329772,CLA_001975,VEH_001976,6637.16,32087,0.21,Injury,2025-02-21,Brampton,ON,BMW,2021,0,1,1,0,
CLM_000251,POL_894139,CLA_001984,VEH_001985,6431.08,43994,0.15,Glass,2024-08-14,Hamilton,ON,Mazda,2017,0,1,0,0,
CLM_000252,POL_185847,CLA_001992,VEH_001993,6939.73,47047,0.15,Glass,2025-03-25,Waterloo,ON,Toyota,2013,0,0,0,0,
CLM_000253,POL_311976,CLA_001999,VEH_002000,7949.97,43890,0.18,Glass,2024-12-23,Brampton,ON,Honda,2020,0,0,0,0,
CLM_000254,POL_315379,CLA_002007,VEH_002008,4854.84,36956,0.13,Glass,2025-02-10,Mississauga,ON,Tesla,2024,1,0,0,0,
CLM_000255,POL_691303,CLA_002014,VEH_002015,13924.11,41636,0.33,Collision,2024-11-30,London,ON,Hyundai,2019,1,0,1,0,
CLM_000256,POL_103161,CLA_002022,VEH_002023,7203.38,33948,0.21,Injury,2024-11-10,Mississauga,ON,Toyota,2023,0,0,0,0,
CLM_000257,POL_172371,CLA_002029,VEH_002030,8413.88,11948,0.7,Comprehensive,2026-05-24,Kitchener,ON,BMW,2015,1,0,1,0,
CLM_000258,POL_864715,CLA_002038,VEH_002039,10623.76,58189,0.18,Comprehensive,2025-06-07,Cambridge,ON,BMW,2022,0,0,0,0,
CLM_000259,POL_665497,CLA_002045,VEH_002046,5706.93,52743,0.11,Injury,2024-08-25,Waterloo,ON,Toyota,2015,0,0,0,0,
CLM_000260,POL_333507,CLA_002052,VEH_002053,9145.04,16345,0.56,Collision,2026-06-02,Kitchener,ON,BMW,2023,1,1,1,0,
CLM_000261,POL_262656,CLA_002061,VEH_002062,9020.44,24220,0.37,Theft,2025-12-14,Mississauga,ON,Toyota,2023,1,0,1,0,
CLM_000262,POL_170559,CLA_002069,VEH_002070,1971.66,9025,0.22,Collision,2024-10-25,Toronto,ON,BMW,2011,0,1,0,0,
CLM_000263,POL_345722,CLA_002077,VEH_002078,3613.95,10899,0.33,Glass,2025-11-15,Toronto,ON,Honda,2019,0,0,0,0,
CLM_000264,POL_726962,CLA_002085,VEH_002086,12501.76,45755,0.27,Theft,2025-10-26,Kitchener,ON,Honda,2017,0,0,1,0,
CLM_000265,POL_870925,CLA_002093,VEH_002094,9482.72,44485,0.21,Injury,2024-09-22,Cambridge,ON,Tesla,2025,1,1,1,0,
CLM_000266,POL_803953,CLA_002103,VEH_002104,9739.56,30571,0.32,Comprehensive,2025-01-04,Waterloo,ON,Hyundai,2023,0,0,0,0,
CLM_000267,POL_891062,CLA_002111,VEH_002112,7956.78,27653,0.29,Glass,2025-02-26,Hamilton,ON,Mazda,2017,0,0,0,0,
CLM_000268,POL_585517,CLA_002118,VEH_002119,8212.53,54371,0.15,Collision,2024-11-27,Cambridge,ON,BMW,2014,0,1,0,0,
CLM_000269,POL_571635,CLA_002126,VEH_002127,14901.86,29644,0.5,Theft,2026-03-23,Hamilton,ON,Toyota,2018,1,0,1,0,
CLM_000270,POL_176319,CLA_002135,VEH_002136,6051.26,47647,0.13,Injury,2024-11-01,Hamilton,ON,BMW,2016,1,1,0,0,
CLM_000271,POL_116078,CLA_002143,VEH_002144,7820.01,29821,0.26,Injury,2025-12-13,Mississauga,ON,Hyundai,2025,1,1,0,0,
CLM_000272,POL_350956,CLA_002151,VEH_002152,10454.16,54122,0.19,Glass,2025-07-31,Kitchener,ON,BMW,2024,1,1,1,0,
CLM_000273,POL_477114,CLA_002160,VEH_002161,8387.41,31544,0.27,Glass,2025-02-01,London,ON,Toyota,2025,0,1,0,0,
CLM_000274,POL_534037,CLA_002168,VEH_002169,6595.92,21312,0.31,Collision,2024-11-26,Hamilton,ON,Hyundai,2014,0,1,1,0,
CLM_000275,POL_537862,CLA_002177,VEH_002178,15734.01,46275,0.34,Theft,2026-01-20,Hamilton,ON,Ford,2017,0,0,1,0,
CLM_000276,POL_818113,CLA_002186,VEH_002187,5170.3,40722,0.13,Theft,2025-10-05,London,ON,Hyundai,2025,1,1,1,0,
CLM_000277,POL_277487,CLA_002195,VEH_002196,9001.12,56022,0.16,Injury,2024-12-13,London,ON,Honda,2011,1,0,0,0,
CLM_000278,POL_800674,CLA_002202,VEH_002203,8312.7,12871,0.65,Collision,2026-06-19,Cambridge,ON,Honda,2017,1,0,0,0,
CLM_000279,POL_491329,CLA_002209,VEH_002210,9023.23,22334,0.4,Collision,2024-10-01,London,ON,Hyundai,2025,1,0,1,0,
CLM_000280,POL_112426,CLA_002219,VEH_002220,18701.7,42879,0.44,Collision,2024-12-30,Kitchener,ON,Tesla,2019,1,0,0,0,
CLM_000281,POL_945328,CLA_002227,VEH_002228,6338.91,53734,0.12,Injury,2026-03-08,Mississauga,ON,Tesla,2014,0,1,0,0,
CLM_000282,POL_954814,CLA_002236,VEH_002237,9015.94,48617,0.19,Theft,2025-09-25,Cambridge,ON,Toyota,2021,1,0,0,0,
CLM_000283,POL_831105,CLA_002244,VEH_002245,5958.61,38080,0.16,Injury,2025-08-22,Mississauga,ON,Hyundai,2011,1,0,0,0,
CLM_000284,POL_599127,CLA_002251,VEH_002252,9971.3,32855,0.3,Collision,2024-09-11,Toronto,ON,Hyundai,2015,0,0,0,0,
CLM_000285,POL_447362,CLA_002259,VEH_002260,5970.82,36436,0.16,Glass,2026-03-20,Toronto,ON,Honda,2016,0,1,0,0,
CLM_000286,POL_148823,CLA_002268,VEH_002269,17283.39,45144,0.38,Collision,2024-07-25,Kitchener,ON,Tesla,2011,1,0,1,0,
CLM_000287,POL_317221,CLA_002276,VEH_002277,1744.08,28610,0.06,Glass,2026-01-29,Cambridge,ON,Toyota,2019,0,1,0,0,
CLM_000288,POL_990704,CLA_002285,VEH_002286,10612.84,23759,0.45,Comprehensive,2024-08-01,Waterloo,ON,BMW,2014,0,1,0,0,
CLM_000289,POL_462659,CLA_002294,VEH_002295,5262.89,13139,0.4,Collision,2026-03-17,Cambridge,ON,Honda,2012,0,0,1,0,
CLM_000290,POL_724540,CLA_002302,VEH_002303,7672.93,58397,0.13,Comprehensive,2025-07-26,Toronto,ON,Hyundai,2018,0,0,0,0,
CLM_000291,POL_493663,CLA_002309,VEH_002310,6863.91,22951,0.3,Comprehensive,2025-12-17,Cambridge,ON,Toyota,2019,0,0,1,0,
CLM_000292,POL_380989,CLA_002317,VEH_002318,5553.02,54734,0.1,Injury,2025-06-01,Brampton,ON,Hyundai,2022,0,1,0,0,
CLM_000293,POL_566339,CLA_002325,VEH_002326,5922.0,8340,0.71,Theft,2025-09-22,Mississauga,ON,Honda,2012,1,0,1,0,
CLM_000294,POL_208310,CLA_002334,VEH_002335,10417.21,44355,0.23,Collision,2026-03-26,Waterloo,ON,Tesla,2012,1,1,1,0,
CLM_000295,POL_503951,CLA_002344,VEH_002345,9028.0,59408,0.15,Collision,2025-08-31,Cambridge,ON,BMW,2012,1,0,0,0,
CLM_000296,POL_354533,CLA_002351,VEH_002352,11967.53,44669,0.27,Glass,2025-01-08,Brampton,ON,Hyundai,2022,0,0,0,0,
CLM_000297,POL_617077,CLA_002358,VEH_002359,6682.27,25623,0.26,Injury,2026-04-22,Brampton,ON,BMW,2018,0,0,0,0,
CLM_000298,POL_478666,CLA_002366,VEH_002367,3688.86,39734,0.09,Theft,2025-10-16,London,ON,Tesla,2016,1,0,0,0,
CLM_000299,POL_514913,CLA_002373,VEH_002374,4443.58,16879,0.26,Theft,2024-09-28,Cambridge,ON,Mazda,2020,1,0,0,0,
CLM_000300,POL_782661,CLA_002380,VEH_002381,2136.38,36220,0.06,Glass,2026-02-06,Kitchener,ON,Ford,2016,1,1,0,0,
CLM_000301,POL_405605,CLA_002388,VEH_002389,4760.76,34099,0.14,Comprehensive,2024-11-13,Hamilton,ON,Ford,2022,0,0,1,0,
CLM_000302,POL_691240,CLA_002397,VEH_002398,4140.84,31921,0.13,Injury,2024-10-27,Brampton,ON,Hyundai,2010,1,0,1,0,
CLM_000303,POL_319832,CLA_002405,VEH_002406,7175.8,38252,0.19,Comprehensive,2025-08-31,Mississauga,ON,Mazda,2023,0,1,0,0,
CLM_000304,POL_353777,CLA_002413,VEH_002414,8223.8,17121,0.48,Theft,2024-08-20,Brampton,ON,Hyundai,2023,0,0,0,0,
CLM_000305,POL_726979,CLA_002420,VEH_002421,4670.91,12847,0.36,Comprehensive,2024-11-06,Cambridge,ON,Tesla,2023,1,0,0,0,
CLM_000306,POL_835716,CLA_002427,VEH_002428,6942.34,59820,0.12,Glass,2024-10-25,Mississauga,ON,Toyota,2017,0,1,0,0,
CLM_000307,POL_742439,CLA_002435,VEH_002436,5203.65,31265,0.17,Collision,2024-11-26,Cambridge,ON,Mazda,2020,0,0,0,0,
CLM_000308,POL_332785,CLA_002442,VEH_002443,1034.44,8691,0.12,Glass,2025-01-10,Hamilton,ON,BMW,2021,1,0,1,0,
CLM_000309,POL_823975,CLA_002450,VEH_002451,13258.0,58616,0.23,Glass,2026-01-22,Waterloo,ON,Toyota,2025,0,1,0,0,
CLM_000310,POL_865618,CLA_002458,VEH_002459,1788.39,13626,0.13,Injury,2025-07-04,Kitchener,ON,Ford,2024,1,0,1,0,
CLM_000311,POL_599292,CLA_002467,VEH_002468,16356.62,42151,0.39,Collision,2025-04-03,London,ON,Ford,2012,1,1,0,0,
CLM_000312,POL_990429,CLA_002475,VEH_002476,5546.63,54581,0.1,Theft,2024-08-31,Mississauga,ON,Hyundai,2015,0,0,0,0,
CLM_000313,POL_282927,CLA_002482,VEH_002483,6794.09,56528,0.12,Glass,2026-01-13,Waterloo,ON,Tesla,2023,1,0,0,0,
CLM_000314,POL_760351,CLA_002489,VEH_002490,10232.16,23194,0.44,Injury,2025-12-17,Cambridge,ON,BMW,2010,1,0,0,0,
CLM_000315,POL_550418,CLA_002496,VEH_002497,7633.59,20931,0.36,Comprehensive,2026-06-21,Hamilton,ON,Honda,2018,0,0,0,0,
CLM_000316,POL_938338,CLA_002503,VEH_002504,5495.14,12100,0.45,Glass,2025-12-16,Waterloo,ON,Ford,2016,1,1,1,0,
CLM_000317,POL_613261,CLA_002512,VEH_002513,7033.52,25193,0.28,Glass,2024-09-09,Waterloo,ON,Tesla,2022,1,1,0,0,
CLM_000318,POL_469082,CLA_002520,VEH_002521,3236.6,46469,0.07,Comprehensive,2024-10-01,Brampton,ON,Mazda,2019,0,1,0,0,
CLM_000319,POL_240454,CLA_002528,VEH_002529,5103.03,46677,0.11,Theft,2026-02-25,Hamilton,ON,Ford,2013,0,0,0,0,
CLM_000320,POL_507333,CLA_002535,VEH_002536,7960.69,53445,0.15,Comprehensive,2024-10-23,Brampton,ON,Tesla,2022,1,0,0,0,
CLM_000321,POL_776604,CLA_002543,VEH_002544,11600.2,43217,0.27,Injury,2024-12-04,Brampton,ON,BMW,2019,1,0,1,0,
CLM_000322,POL_749498,CLA_002551,VEH_002552,3404.95,28616,0.12,Collision,2025-06-23,Toronto,ON,BMW,2014,1,0,0,0,
CLM_000323,POL_629990,CLA_002559,VEH_002560,10632.99,33162,0.32,Comprehensive,2025-05-03,London,ON,BMW,2024,0,0,0,0,
CLM_000324,POL_934541,CLA_002567,VEH_002568,5981.01,13417,0.45,Injury,2025-08-30,Toronto,ON,Ford,2017,0,1,0,0,
CLM_000325,POL_910074,CLA_002575,VEH_002576,10926.87,37971,0.29,Comprehensive,2024-12-10,Mississauga,ON,Tesla,2013,0,0,1,0,
CLM_000326,POL_484682,CLA_002584,VEH_002585,6608.83,43593,0.15,Glass,2026-05-14,London,ON,Tesla,2016,1,0,0,0,
CLM_000327,POL_785424,CLA_002592,VEH_002593,3975.58,14711,0.27,Injury,2025-08-25,Toronto,ON,BMW,2018,1,0,0,0,
CLM_000328,POL_223088,CLA_002599,VEH_002600,4895.68,13700,0.36,Injury,2025-11-23,Waterloo,ON,Mazda,2023,1,1,0,0,
CLM_000329,POL_953047,CLA_002607,VEH_002608,8452.79,17124,0.49,Injury,2026-04-26,Waterloo,ON,Tesla,2018,0,0,0,0,
CLM_000330,POL_700556,CLA_002615,VEH_002616,4001.22,54140,0.07,Theft,2025-01-15,Mississauga,ON,Honda,2023,0,0,1,0,
CLM_000331,POL_233051,CLA_002624,VEH_002625,6689.14,26174,0.26,Injury,2025-10-13,Brampton,ON,Hyundai,2020,0,1,0,0,
CLM_000332,POL_511776,CLA_002632,VEH_002633,6686.92,57903,0.12,Comprehensive,2026-01-31,Kitchener,ON,Hyundai,2023,1,1,0,0,
CLM_000333,POL_640659,CLA_002640,VEH_002641,6724.45,58389,0.12,Theft,2024-07-14,Waterloo,ON,BMW,2025,0,1,1,0,
CLM_000334,POL_988319,CLA_002650,VEH_002651,5372.52,8162,0.66,Collision,2025-03-13,Waterloo,ON,Mazda,2012,0,0,0,0,
CLM_000335,POL_550513,CLA_002657,VEH_002658,6897.31,34064,0.2,Injury,2025-02-04,Kitchener,ON,Ford,2019,0,1,0,0,
CLM_000336,POL_993829,CLA_002665,VEH_002666,6487.46,45875,0.14,Comprehensive,2025-07-09,Toronto,ON,Toyota,2013,0,0,0,0,
CLM_000337,POL_999312,CLA_002672,VEH_002673,1241.87,9067,0.14,Injury,2025-03-31,London,ON,Toyota,2023,1,1,1,0,
CLM_000338,POL_781571,CLA_002681,VEH_002682,9804.22,53127,0.18,Theft,2026-01-14,Kitchener,ON,Toyota,2021,1,0,0,0,
CLM_000339,POL_780432,CLA_002689,VEH_002690,14905.72,32369,0.46,Injury,2026-05-03,Cambridge,ON,Hyundai,2019,0,0,0,0,
CLM_000340,POL_787326,CLA_002697,VEH_002698,4573.58,57494,0.08,Collision,2024-07-05,Mississauga,ON,Toyota,2016,0,1,0,0,
CLM_000341,POL_644676,CLA_002705,VEH_002706,7296.31,16696,0.44,Comprehensive,2026-06-16,Toronto,ON,Hyundai,2020,1,0,0,0,
CLM_000342,POL_600905,CLA_002712,VEH_002713,9132.44,35676,0.26,Collision,2025-11-03,Cambridge,ON,Toyota,2013,1,1,1,0,
CLM_000343,POL_243790,CLA_002721,VEH_002722,9050.76,32088,0.28,Comprehensive,2026-02-09,Brampton,ON,Toyota,2010,0,0,0,0,
CLM_000344,POL_758589,CLA_002729,VEH_002730,14441.48,31015,0.47,Injury,2025-04-30,London,ON,Mazda,2016,1,1,1,0,
CLM_000345,POL_229139,CLA_002739,VEH_002740,2158.57,14584,0.15,Glass,2025-05-28,Waterloo,ON,BMW,2020,0,1,0,0,
CLM_000346,POL_188341,CLA_002748,VEH_002749,4313.52,24238,0.18,Injury,2024-12-06,Kitchener,ON,Mazda,2010,0,1,0,0,
CLM_000347,POL_736408,CLA_002756,VEH_002757,5381.77,27768,0.19,Glass,2025-12-14,Cambridge,ON,Ford,2011,1,0,1,0,
CLM_000348,POL_218220,CLA_002764,VEH_002765,9389.24,23685,0.4,Injury,2025-01-30,Mississauga,ON,Tesla,2010,0,1,0,0,
CLM_000349,POL_979727,CLA_002772,VEH_002773,4092.23,28740,0.14,Glass,2025-04-21,Waterloo,ON,Tesla,2015,1,1,0,0,
CLM_000350,POL_715895,CLA_002780,VEH_002781,5912.6,58486,0.1,Collision,2026-06-11,Kitchener,ON,Honda,2011,0,1,0,0,
CLM_000351,POL_400404,CLA_002788,VEH_002789,4433.96,59726,0.07,Glass,2025-04-26,Cambridge,ON,Hyundai,2022,0,0,0,0,
CLM_000352,POL_260097,CLA_002795,VEH_002796,3670.09,43164,0.09,Theft,2026-04-01,Kitchener,ON,Toyota,2016,0,0,0,0,
CLM_000353,POL_509711,CLA_002803,VEH_002804,7735.95,18182,0.43,Glass,2024-09-14,Mississauga,ON,Ford,2023,1,0,0,0,
CLM_000354,POL_190400,CLA_002810,VEH_002811,2140.14,23639,0.09,Comprehensive,2026-02-27,London,ON,Tesla,2011,1,0,0,0,
CLM_000355,POL_284178,CLA_002817,VEH_002818,3773.41,56607,0.07,Collision,2026-06-13,Brampton,ON,Hyundai,2010,1,0,0,0,
CLM_000356,POL_921021,CLA_002824,VEH_002825,3278.14,30721,0.11,Theft,2026-01-06,Waterloo,ON,Honda,2018,1,0,0,0,
CLM_000357,POL_550179,CLA_002832,VEH_002833,2823.17,9923,0.28,Theft,2025-01-05,Mississauga,ON,Ford,2012,0,1,1,0,
CLM_000358,POL_694423,CLA_002842,VEH_002843,4650.02,11633,0.4,Injury,2025-06-14,Brampton,ON,Ford,2013,1,0,1,0,
CLM_000359,POL_339499,CLA_002850,VEH_002851,3193.5,52179,0.06,Glass,2026-06-23,Toronto,ON,Mazda,2010,0,0,0,0,
CLM_000360,POL_257375,CLA_002857,VEH_002858,7676.46,38917,0.2,Injury,2026-05-20,Cambridge,ON,Honda,2020,1,1,0,0,
CLM_000361,POL_966120,CLA_002866,VEH_002867,4701.82,55204,0.09,Collision,2024-11-17,Waterloo,ON,Toyota,2011,0,0,0,0,
CLM_000362,POL_520400,CLA_002874,VEH_002875,13594.55,41801,0.33,Collision,2025-03-06,Kitchener,ON,Mazda,2019,1,0,0,0,
CLM_000363,POL_486839,CLA_002882,VEH_002883,5821.12,44247,0.13,Injury,2025-08-31,Kitchener,ON,Hyundai,2017,1,0,0,0,
CLM_000364,POL_910143,CLA_002889,VEH_002890,9661.27,46777,0.21,Injury,2024-12-13,Hamilton,ON,Honda,2010,1,1,0,0,
